556.0 1.0 
0.0 115.0 
0.0 115.0 
556.0 1.0 
95.0 9.0 
1.0 95.0 
264.0 6.0 
387.0 4.0 
387.0 4.0 
264.0 6.0 
11.0 55.0 
20.0 31.0 
2.0 77.0 
52.0 30.0 
12.0 43.0 
3.0 66.0 
12.0 43.0 
2.0 77.0 
3.0 66.0 
60.0 18.0 
95.0 9.0 
60.0 18.0 
55.0 22.0 
55.0 22.0 
20.0 31.0 
52.0 30.0 
556.0 1.0 
0.0 115.0 
387.0 4.0 
264.0 6.0 
12.0 43.0 
95.0 9.0 
60.0 18.0 
3.0 66.0 
55.0 22.0 
20.0 31.0 
52.0 30.0 
0.0 115.0 
556.0 1.0 
387.0 4.0 
264.0 6.0 
12.0 43.0 
95.0 9.0 
60.0 18.0 
3.0 66.0 
55.0 22.0 
20.0 31.0 
52.0 30.0 
0.0 115.0 
556.0 1.0 
387.0 4.0 
264.0 6.0 
12.0 43.0 
95.0 9.0 
60.0 18.0 
3.0 66.0 
55.0 22.0 
20.0 31.0 
52.0 30.0 
556.0 1.0 
387.0 4.0 
264.0 6.0 
12.0 43.0 
95.0 9.0 
60.0 18.0 
3.0 66.0 
55.0 22.0 
20.0 31.0 
556.0 1.0 
264.0 6.0 
12.0 43.0 
95.0 9.0 
60.0 18.0 
3.0 66.0 
55.0 22.0 
20.0 31.0 
95.0 9.0 
12.0 43.0 
556.0 1.0 
12.0 43.0 
55.0 22.0 
264.0 6.0 
95.0 9.0 
556.0 1.0 
95.0 9.0 
264.0 6.0 
3.0 66.0 
3.0 66.0 
95.0 9.0 
95.0 9.0 
60.0 18.0 
556.0 1.0 
55.0 22.0 
20.0 31.0 
3.0 66.0 
3.0 66.0 
3.0 66.0 
3.0 66.0 
12.0 43.0 
12.0 43.0 
