1.0778745726031738E-12 2.041957401272279E-14 
1.1039525547857997E-12 2.2086662383916415E-15 
1.0778745726031738E-12 2.041957401272279E-14 
1.1039525547857997E-12 2.2086662383916415E-15 
1.0778745726031738E-12 2.041957401272279E-14 
1.1039525547857997E-12 2.2086662383916415E-15 
1.1039525547857997E-12 2.2086662383916415E-15 
1.0778745726031738E-12 2.041957401272279E-14 
1.1039525547857997E-12 2.2086662383916415E-15 
1.0778745726031738E-12 2.041957401272279E-14 
1.1039525547857997E-12 2.2086662383916415E-15 
1.0778745726031738E-12 2.041957401272279E-14 
1.0778745726031738E-12 2.041957401272279E-14 
1.1039525547857997E-12 2.2086662383916415E-15 
1.1039525547857997E-12 2.2086662383916415E-15 
1.0778745726031738E-12 2.041957401272279E-14 
1.1039525547857997E-12 2.2086662383916415E-15 
1.0778745726031738E-12 2.041957401272279E-14 
1.1039525547857997E-12 2.2086662383916415E-15 
1.0778745726031738E-12 2.041957401272279E-14 
1.0778745726031738E-12 2.041957401272279E-14 
1.1039525547857997E-12 2.2086662383916415E-15 
1.0778745726031738E-12 2.041957401272279E-14 
1.1039525547857997E-12 2.2086662383916415E-15 
1.1039525547857997E-12 2.2086662383916415E-15 
1.0778745726031738E-12 2.041957401272279E-14 
1.0778745726031738E-12 2.041957401272279E-14 
1.1039525547857997E-12 2.2086662383916415E-15 
1.1039525547857997E-12 2.2086662383916415E-15 
1.0778745726031738E-12 2.041957401272279E-14 
1.1039525547857997E-12 2.2086662383916415E-15 
1.0778745726031738E-12 2.041957401272279E-14 
1.0778745726031738E-12 2.041957401272279E-14 
1.1039525547857997E-12 2.2086662383916415E-15 
1.0778745726031738E-12 2.041957401272279E-14 
1.1039525547857997E-12 2.2086662383916415E-15 
1.1039525547857997E-12 2.2086662383916415E-15 
1.0778745726031738E-12 2.041957401272279E-14 
1.0778745726031738E-12 2.041957401272279E-14 
1.1039525547857997E-12 2.2086662383916415E-15 
1.0778745726031738E-12 2.041957401272279E-14 
1.1039525547857997E-12 2.2086662383916415E-15 
1.0778745726031738E-12 2.041957401272279E-14 
1.1039525547857997E-12 2.2086662383916415E-15 
1.1039525547857997E-12 2.2086662383916415E-15 
1.0778745726031738E-12 2.041957401272279E-14 
1.0778745726031738E-12 2.041957401272279E-14 
1.1039525547857997E-12 2.2086662383916415E-15 
1.0778745726031738E-12 2.041957401272279E-14 
1.1039525547857997E-12 2.2086662383916415E-15 
1.0778745726031738E-12 2.041957401272279E-14 
1.1039525547857997E-12 2.2086662383916415E-15 
1.0778745726031738E-12 2.041957401272279E-14 
1.1039525547857997E-12 2.2086662383916415E-15 
1.1039525547857997E-12 2.2086662383916415E-15 
1.0778745726031738E-12 2.041957401272279E-14 
1.1039525547857997E-12 2.2086662383916415E-15 
1.0778745726031738E-12 2.041957401272279E-14 
1.0778745726031738E-12 2.041957401272279E-14 
1.1039525547857997E-12 2.2086662383916415E-15 
1.0778745726031738E-12 2.041957401272279E-14 
1.1039525547857997E-12 2.2086662383916415E-15 
1.0778745726031738E-12 2.041957401272279E-14 
1.1039525547857997E-12 2.2086662383916415E-15 
1.1039525547857997E-12 2.2086662383916415E-15 
1.0778745726031738E-12 2.041957401272279E-14 
1.0778745726031738E-12 2.041957401272279E-14 
1.1039525547857997E-12 2.2086662383916415E-15 
1.0778745726031738E-12 2.041957401272279E-14 
1.1039525547857997E-12 2.2086662383916415E-15 
1.0778745726031738E-12 2.041957401272279E-14 
1.1039525547857997E-12 2.2086662383916415E-15 
1.0778745726031738E-12 2.041957401272279E-14 
1.1039525547857997E-12 2.2086662383916415E-15 
1.1039525547857997E-12 2.2086662383916415E-15 
1.0778745726031738E-12 2.041957401272279E-14 
1.1039525547857997E-12 2.2086662383916415E-15 
1.0778745726031738E-12 2.041957401272279E-14 
1.1039525547857997E-12 2.2086662383916415E-15 
1.0778745726031738E-12 2.041957401272279E-14 
1.1039525547857997E-12 2.2086662383916415E-15 
1.0778745726031738E-12 2.041957401272279E-14 
1.1039525547857997E-12 2.2086662383916415E-15 
1.0778745726031738E-12 2.041957401272279E-14 
1.0778745726031738E-12 2.041957401272279E-14 
1.1039525547857997E-12 2.2086662383916415E-15 
1.1039525547857997E-12 2.2086662383916415E-15 
1.0778745726031738E-12 2.041957401272279E-14 
1.0778745726031738E-12 2.041957401272279E-14 
1.1039525547857997E-12 2.2086662383916415E-15 
1.0778745726031738E-12 2.041957401272279E-14 
1.1039525547857997E-12 2.2086662383916415E-15 
1.1039525547857997E-12 2.2086662383916415E-15 
1.0778745726031738E-12 2.041957401272279E-14 
1.1039525547857997E-12 2.2086662383916415E-15 
1.0778745726031738E-12 2.041957401272279E-14 
1.1039525547857997E-12 2.2086662383916415E-15 
1.0778745726031738E-12 2.041957401272279E-14 
1.0778745726031738E-12 2.041957401272279E-14 
1.1039525547857997E-12 2.2086662383916415E-15 
