7.005209182549023E-14 3.3770936314151928E-16 
3.3030017624991286E-16 1.4022810008142608E-15 
3.3030017624991286E-16 1.4022810008142608E-15 
7.005209182549023E-14 3.3770936314151928E-16 
2.1814473528528615E-15 5.774852596022602E-16 
2.1814473528528615E-15 5.774852596022602E-16 
7.005209182549023E-14 3.3770936314151928E-16 
3.3030017624991286E-16 1.4022810008142608E-15 
2.1814473528528615E-15 5.774852596022602E-16 
3.3030017624991286E-16 1.4022810008142608E-15 
7.005209182549023E-14 3.3770936314151928E-16 
2.1814473528528615E-15 5.774852596022602E-16 
7.005209182549023E-14 3.3770936314151928E-16 
3.3030017624991286E-16 1.4022810008142608E-15 
2.1814473528528615E-15 5.774852596022602E-16 
3.3030017624991286E-16 1.4022810008142608E-15 
7.005209182549023E-14 3.3770936314151928E-16 
2.1814473528528615E-15 5.774852596022602E-16 
3.3030017624991286E-16 1.4022810008142608E-15 
7.005209182549023E-14 3.3770936314151928E-16 
2.1814473528528615E-15 5.774852596022602E-16 
7.005209182549023E-14 3.3770936314151928E-16 
3.3030017624991286E-16 1.4022810008142608E-15 
2.1814473528528615E-15 5.774852596022602E-16 
7.005209182549023E-14 3.3770936314151928E-16 
3.3030017624991286E-16 1.4022810008142608E-15 
2.1814473528528615E-15 5.774852596022602E-16 
3.3030017624991286E-16 1.4022810008142608E-15 
7.005209182549023E-14 3.3770936314151928E-16 
2.1814473528528615E-15 5.774852596022602E-16 
3.3030017624991286E-16 1.4022810008142608E-15 
7.005209182549023E-14 3.3770936314151928E-16 
2.1814473528528615E-15 5.774852596022602E-16 
3.3030017624991286E-16 1.4022810008142608E-15 
7.005209182549023E-14 3.3770936314151928E-16 
2.1814473528528615E-15 5.774852596022602E-16 
3.3030017624991286E-16 1.4022810008142608E-15 
7.005209182549023E-14 3.3770936314151928E-16 
2.1814473528528615E-15 5.774852596022602E-16 
7.005209182549023E-14 3.3770936314151928E-16 
3.3030017624991286E-16 1.4022810008142608E-15 
2.1814473528528615E-15 5.774852596022602E-16 
3.3030017624991286E-16 1.4022810008142608E-15 
7.005209182549023E-14 3.3770936314151928E-16 
2.1814473528528615E-15 5.774852596022602E-16 
7.005209182549023E-14 3.3770936314151928E-16 
3.3030017624991286E-16 1.4022810008142608E-15 
2.1814473528528615E-15 5.774852596022602E-16 
3.3030017624991286E-16 1.4022810008142608E-15 
7.005209182549023E-14 3.3770936314151928E-16 
2.1814473528528615E-15 5.774852596022602E-16 
3.3030017624991286E-16 1.4022810008142608E-15 
7.005209182549023E-14 3.3770936314151928E-16 
2.1814473528528615E-15 5.774852596022602E-16 
7.005209182549023E-14 3.3770936314151928E-16 
3.3030017624991286E-16 1.4022810008142608E-15 
2.1814473528528615E-15 5.774852596022602E-16 
3.3030017624991286E-16 1.4022810008142608E-15 
7.005209182549023E-14 3.3770936314151928E-16 
2.1814473528528615E-15 5.774852596022602E-16 
7.005209182549023E-14 3.3770936314151928E-16 
3.3030017624991286E-16 1.4022810008142608E-15 
2.1814473528528615E-15 5.774852596022602E-16 
3.3030017624991286E-16 1.4022810008142608E-15 
7.005209182549023E-14 3.3770936314151928E-16 
2.1814473528528615E-15 5.774852596022602E-16 
3.3030017624991286E-16 1.4022810008142608E-15 
7.005209182549023E-14 3.3770936314151928E-16 
2.1814473528528615E-15 5.774852596022602E-16 
3.3030017624991286E-16 1.4022810008142608E-15 
7.005209182549023E-14 3.3770936314151928E-16 
2.1814473528528615E-15 5.774852596022602E-16 
7.005209182549023E-14 3.3770936314151928E-16 
3.3030017624991286E-16 1.4022810008142608E-15 
2.1814473528528615E-15 5.774852596022602E-16 
7.005209182549023E-14 3.3770936314151928E-16 
3.3030017624991286E-16 1.4022810008142608E-15 
2.1814473528528615E-15 5.774852596022602E-16 
7.005209182549023E-14 3.3770936314151928E-16 
3.3030017624991286E-16 1.4022810008142608E-15 
2.1814473528528615E-15 5.774852596022602E-16 
3.3030017624991286E-16 1.4022810008142608E-15 
7.005209182549023E-14 3.3770936314151928E-16 
2.1814473528528615E-15 5.774852596022602E-16 
3.3030017624991286E-16 1.4022810008142608E-15 
7.005209182549023E-14 3.3770936314151928E-16 
2.1814473528528615E-15 5.774852596022602E-16 
7.005209182549023E-14 3.3770936314151928E-16 
3.3030017624991286E-16 1.4022810008142608E-15 
2.1814473528528615E-15 5.774852596022602E-16 
7.005209182549023E-14 3.3770936314151928E-16 
3.3030017624991286E-16 1.4022810008142608E-15 
2.1814473528528615E-15 5.774852596022602E-16 
3.3030017624991286E-16 1.4022810008142608E-15 
7.005209182549023E-14 3.3770936314151928E-16 
2.1814473528528615E-15 5.774852596022602E-16 
3.3030017624991286E-16 1.4022810008142608E-15 
7.005209182549023E-14 3.3770936314151928E-16 
2.1814473528528615E-15 5.774852596022602E-16 
7.005209182549023E-14 3.3770936314151928E-16 
