556.0 1.0 
0.0 115.0 
556.0 1.0 
0.0 115.0 
264.0 6.0 
95.0 9.0 
264.0 6.0 
2.0 77.0 
1.0 104.0 
20.0 31.0 
11.0 54.0 
12.0 43.0 
3.0 66.0 
3.0 66.0 
12.0 43.0 
11.0 54.0 
55.0 22.0 
60.0 18.0 
20.0 31.0 
95.0 9.0 
60.0 18.0 
55.0 22.0 
95.0 9.0 
95.0 9.0 
95.0 9.0 
95.0 9.0 
95.0 9.0 
55.0 22.0 
95.0 9.0 
556.0 1.0 
3.0 66.0 
95.0 9.0 
20.0 31.0 
264.0 6.0 
264.0 6.0 
55.0 22.0 
556.0 1.0 
55.0 22.0 
95.0 9.0 
3.0 66.0 
12.0 43.0 
264.0 6.0 
95.0 9.0 
95.0 9.0 
55.0 22.0 
55.0 22.0 
55.0 22.0 
55.0 22.0 
264.0 6.0 
95.0 9.0 
55.0 22.0 
20.0 31.0 
95.0 9.0 
20.0 31.0 
556.0 1.0 
20.0 31.0 
3.0 66.0 
95.0 9.0 
95.0 9.0 
20.0 31.0 
95.0 9.0 
556.0 1.0 
55.0 22.0 
20.0 31.0 
264.0 6.0 
55.0 22.0 
95.0 9.0 
264.0 6.0 
3.0 66.0 
264.0 6.0 
264.0 6.0 
95.0 9.0 
264.0 6.0 
0.0 115.0 
95.0 9.0 
3.0 66.0 
95.0 9.0 
95.0 9.0 
95.0 9.0 
95.0 9.0 
95.0 9.0 
264.0 6.0 
264.0 6.0 
55.0 22.0 
95.0 9.0 
95.0 9.0 
55.0 22.0 
264.0 6.0 
20.0 31.0 
20.0 31.0 
95.0 9.0 
20.0 31.0 
55.0 22.0 
95.0 9.0 
20.0 31.0 
95.0 9.0 
264.0 6.0 
55.0 22.0 
95.0 9.0 
95.0 9.0 
